filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,label
6lbkx_tf50g_,0.606493652,0.02205416,4161.903996,3000.493516,7851.394653,0.310494882,-447.8998718,20.94686317,-3.571040154,4.828799248,-8.205285072,-6.27146101,-16.31527328,-6.002080917,-10.18681812,0.64302063,-2.571750879,0.564753592,-7.620092869,-2.559787989,-1.8970052,2.506357193,-4.231956959,0.247165263,-2.594106674,-2.828368664,-1.663783789,0.016367935,0.156442195,-0.130922899,0.174754605,0.042031698,0.211521044,0.044342563,0.024216462,-0.033847261,-0.104531132,-0.105818063,0.073357739,-0.014537365,0.029124776,-0.006338192,0.012147463,0.016216207,0.013679306,-5.68E-05,0.045625862,0.011673784,0.013910762,0.024339547,0.008587088,0.001504448,-0.005295378,-0.00267152,0.003547907,-0.005606303,-0.012719847,0.022718562,0.023433805,0.003579676,0.017492948,0.012798725,-0.004312281,0.010199048,-0.010217188,-0.003607497,not_covid
6nTcsNoIGDw_,0.578565121,0.007002763,3861.718252,3103.707957,7662.281291,0.226022226,-534.1514282,41.00546265,12.52641201,13.55992889,-2.871740103,10.32243252,-0.936441481,-1.289650083,-7.5597682,3.970803738,-6.041253567,-0.057206824,-1.450973511,-2.728989601,-1.620348573,-2.751096725,-2.750848532,-0.036031298,-3.427395344,1.491412163,-0.080006093,-0.029155612,-0.031237755,-0.007274592,0.006389256,-6.11E-05,0.024478611,0.001575264,0.022746194,0.000153528,0.001764914,-0.006050813,-0.010572572,-0.006230658,-0.013645921,-0.002554564,0.013879057,0.020592343,0.017747566,0.001616642,0.024277329,0.011668729,-0.005589727,-0.012841563,-0.004451182,0.006606974,-0.002030083,0.013422864,0.009976367,-0.004179631,0.001151639,-0.011418798,0.013884998,0.008722824,-0.012442954,0.001608401,0.006440562,0.008900756,-2.10E-05,-0.002844489,not_covid
6OatUcXF4nk_,0.290914923,0.212590605,2272.129086,2275.989552,4712.381999,0.09926577,-75.47475433,85.72052002,-17.67067909,14.37222385,-22.04816628,2.471525908,-17.43226814,-1.442155957,-21.83766937,-6.049325466,-7.252401829,-8.101830482,-6.821643829,-5.070062637,-5.97729063,-3.368928194,-10.40604496,-9.250570297,-7.884595871,-7.944914818,2.263133049,0.460753381,-0.148740008,0.080044843,-0.064114414,0.051472567,-0.080514468,0.077962413,-0.19601348,-0.049510814,-0.006518399,0.034582172,-0.073557585,-0.043268424,0.023090104,-0.005937722,-0.077888049,-0.026186118,-0.041794293,-0.049221877,0.117774136,0.189724714,-0.006556595,-0.071283579,-0.016258227,-0.031141493,-0.019145308,-0.067170151,0.039285317,-0.036342591,0.016745726,-0.010932732,-0.026815573,0.014487156,-0.071644202,0.002057855,0.011497467,-0.071857624,-0.001853384,0.013890761,not_covid
6PdQjCUz-S4_,0.386215001,0.139356807,1911.426745,1785.820995,3811.277262,0.109542282,-148.5521851,117.7877426,-45.55584335,25.35978889,-22.21426964,27.53978348,-28.78918648,-1.374843836,-15.27907085,-0.680734515,-4.740610123,-7.29817915,-3.720072985,-4.550096035,0.343453854,-4.27890873,2.499963284,-3.796494484,7.126268387,-8.576957703,-0.437875509,-0.064314015,0.001674864,-0.112797566,0.248975471,0.125720292,-0.13268806,-0.07191705,0.035277274,-0.031849626,0.012266371,-0.097955979,-0.078142874,0.0082694,0.055589024,0.070009142,0.119298212,0.135604873,0.084498823,-0.015677938,-0.391184866,0.00053985,-0.023783384,-0.03591539,0.09858977,-0.006572193,-0.030737469,-0.012074696,-0.014077385,-0.000619723,0.08734031,-0.033035841,-0.020527445,-0.047984857,-0.031743199,-0.009911431,-0.023706319,-0.008768589,0.03452519,0.037888911,not_covid
6pyURnYYMwo_,0.452314585,0.046419952,3709.741742,2761.619845,6919.934082,0.261707447,-304.7237854,31.27198601,-27.30279732,-2.78907299,-9.352085114,-13.82612324,-14.42189693,-5.641338825,-10.2692728,1.118589878,-10.85172844,-6.975965023,-7.493835449,-4.191653728,-5.933292389,-8.586103439,-4.574717999,-2.482934475,-6.952698708,1.41916573,1.620982647,-0.045824051,-0.051132169,0.074061342,0.042404857,-0.089768372,-0.141670749,-0.025902744,-0.100003511,-0.029813815,-0.064225674,-0.035898719,-0.025147248,0.0414351,-0.053838056,0.004367978,0.016706061,0.02495178,-0.039181907,0.053436801,0.074109361,0.116114855,0.084708393,0.017087288,0.046976451,-0.019168155,0.026394309,-0.007324128,-0.019835295,0.017081229,0.002655374,0.022419965,-0.011285323,0.003223013,0.006431434,0.001987645,0.043054387,0.035816845,0.023014091,0.034658652,not_covid
6uW93XzK0Xw_,0.346203417,0.037682686,2123.753635,2190.848822,4477.909342,0.101982964,-280.8226929,81.51274872,-3.214693069,9.3839674,-3.242069721,3.339245319,-13.3887558,-4.19512701,-4.368090153,-5.227176666,-15.47732639,-0.033581629,-8.073101044,-3.719856501,-5.471670151,2.446918249,-8.864508629,-2.827946901,-1.279213428,-2.519840956,1.068344712,0.449164599,0.080202594,0.118103504,-0.007559821,0.019861124,-0.018672533,0.060928885,0.008992456,-0.004649341,-0.063584149,-0.027971733,-0.014881029,0.021652313,-0.005074963,0.004514617,-0.033777066,-0.014321387,-0.025365092,0.010092323,-0.042139832,0.003504585,-0.019183684,-0.014057749,0.013007403,-0.014799341,0.012699425,0.037318513,0.010322845,0.011035142,-0.013106943,-0.011012753,-0.00446181,-0.013958224,-0.021416822,0.002919048,-0.006085224,-0.00306565,0.025151156,0.028808009,not_covid
7_v8jFFo9SM_,0.338023722,0.065012701,1878.814548,1372.325466,3500.74056,0.135475441,-284.8894043,128.057373,-90.21606445,26.47145653,-20.07100677,-3.732143164,29.1697998,-18.09039497,11.59386539,-4.146730423,-6.609170437,19.21707726,-7.610326767,14.66907215,6.526908398,-6.638100624,18.41981888,-2.871257305,-5.872906685,4.305100441,0.547126472,0.133698151,-0.330084026,-0.094262019,-0.019007135,-0.069569468,0.012016438,0.054797865,0.001821728,-0.114078671,0.041996736,0.104643382,0.048562739,0.106838115,-0.089414492,-0.106833555,0.046910517,0.052834388,0.023072399,0.00518907,-0.08639551,0.041995808,0.127698913,0.028347956,0.076590858,0.080405146,0.046096735,-0.020224299,-0.092737712,0.032142542,0.055199783,0.004120078,0.054870676,-0.002030101,-0.039742775,0.007710681,0.025525097,0.044944841,-0.004213527,-0.042417318,not_covid
7GBy8CUVUhU_,0.352225453,0.098275058,1761.764227,1207.877075,2980.65389,0.133391204,-182.9004211,145.0340118,-93.68340302,30.33277321,-7.86233902,-1.221328497,-8.800711632,-23.44079971,19.40838814,-15.51916504,1.794638038,10.79437733,-6.306236744,9.67317009,-8.074638367,4.759799004,5.015379906,-6.133438587,7.38843298,-5.26404953,1.368681192,0.732536316,-0.338703722,-0.022916565,0.026858713,-0.028342983,-0.060148772,-0.080704965,-0.033667225,-0.134984478,-0.025297008,0.078626089,0.017137997,0.006696987,-0.029019104,0.04229695,0.043824762,-0.051378179,0.009385754,0.035506699,-0.647150576,-0.322169304,0.129468098,-0.069754489,-0.02854497,0.002828711,-0.003433122,0.002617938,-0.038479902,0.002736591,-0.028396772,-0.023749573,0.019270122,0.001493542,0.015942924,-0.020572461,-0.037575237,-0.00713355,0.00045441,0.008694695,not_covid
7hQ-7sWi8W0_,0.390708745,0.068322964,1297.622958,1272.763359,2502.138265,0.066926179,-281.3678284,119.4794769,-18.23883438,8.107794762,-14.86255741,-14.50141525,-0.661437154,-16.98094749,-7.764435768,-0.188805968,-5.039050102,3.183705091,-5.311376095,-6.575777054,0.623457432,0.510350466,3.095123291,-0.94998765,-6.295554638,-3.630950451,-0.122039862,-0.046900678,0.217497855,0.101389714,0.048167795,-0.011215085,-0.128957078,0.013464261,0.114416808,0.073015995,0.052441977,0.027858341,0.044286523,-0.052510176,0.00761789,0.024046926,-0.065847673,0.065834105,0.096283846,0.051229194,0.784613132,0.083429247,-0.169787437,0.095065497,-0.083076462,-0.013180375,-0.126645371,-0.024581969,0.041394468,0.036989778,-0.028851045,-0.038598996,-0.008659708,-0.00893237,-0.003427385,-0.039423458,-0.01490306,0.034073226,0.018956359,-0.01596087,not_covid
7IMXwGU4Ja0_,0.332054198,0.129590407,2406.295022,2071.699521,4511.604818,0.136705187,-168.8329468,72.37670135,-47.94960403,-0.921272576,-27.8159008,-17.98705864,-42.00531387,-0.938586771,-20.00107574,-5.421229839,-15.07131386,-2.357989311,-12.4240799,12.24679565,-0.952687442,-1.750712276,5.289059162,7.6273036,0.64586103,-2.242140055,0.510117352,-0.499641061,-0.201825783,0.104084931,0.115736097,0.131423488,-0.242425233,0.107091755,-0.07040567,-0.020116828,0.00249334,-0.044789094,0.041936446,0.163258195,-0.025438953,-0.033113405,0.019636573,0.039595004,0.034760818,0.018090466,0.108498566,0.053764749,0.139317811,0.024633814,0.018040534,0.064756788,0.04975836,0.054971661,0.035044361,0.054468624,0.016477151,0.033792194,0.025347229,-0.017469255,0.030703118,0.017551973,0.015498537,0.022280999,0.032848004,-0.015127783,not_covid
7J9eEukmoIA_,0.335650444,0.131941378,1316.384645,904.6723703,2289.64742,0.094710739,-210.1040039,166.3216705,-77.95332336,-9.101567268,5.380135059,-43.28673935,-5.523598194,-3.339918613,-24.08806038,3.01088047,-2.062828302,-14.59935665,-1.945761085,-5.162958145,-5.919270039,-1.355753541,-6.091474533,-0.056182507,-1.307122946,-7.990807533,-0.276245326,-0.004776637,0.068095684,-0.386979699,-0.150930658,0.19216764,0.02740513,-0.055640645,-0.102225833,-0.108816803,0.107425541,0.091815174,-0.056711841,0.042143159,0.104112357,0.091926135,0.111689441,-0.007506653,-0.087694854,-0.014564086,-0.148130491,-0.040514786,0.115882076,-0.005967802,-0.059716191,0.032223638,0.001043298,-0.03014705,0.039424542,-0.004175798,-0.078945972,-0.018912964,0.024310606,-0.010553689,-0.016275281,0.00757112,0.011062463,0.000971996,0.007345787,0.021343095,not_covid
7-MnR3o0iAs_,0.497433662,0.060829844,1909.371316,1430.746504,3591.708374,0.142313639,-229.1545868,131.0206909,-64.97802734,47.6699028,-19.69667244,-7.457607746,11.75088978,-20.36176682,6.961607933,-10.58049202,-0.370596677,-1.104775429,-14.15161324,6.930651665,-8.304437637,-3.865326881,-1.740776896,-7.741431713,1.312108397,-7.823698044,-0.889617622,-0.108088218,0.49184078,0.019388711,0.173543721,0.04247728,0.005783121,0.188315526,-0.032441497,-0.092297256,0.034272816,0.018710699,0.027101794,0.037693661,-0.024015877,-0.050730821,-0.015462811,-0.003381802,0.00442834,-0.026607761,0.155832127,-0.033387829,-0.032373533,0.048421357,-0.054780934,-0.013567983,-0.028599968,0.015114409,0.031454906,-0.030337311,0.010735374,0.007577344,-0.004748004,0.033848949,0.035071976,0.035458699,0.008915544,-0.00397999,0.001985578,0.014901184,not_covid
7pqRqXjqeX4_,0.378052622,0.047900964,4050.877068,2914.486572,7406.524658,0.359867802,-284.0871887,34.72344971,-9.69025898,-4.503610134,-12.13285351,-12.65647507,-33.15772247,-9.51494503,-29.93180847,-0.309171528,-23.49373817,-2.955565453,-16.35379791,-0.495787442,-11.32319927,-8.920678139,-9.025959969,-5.048073292,-8.546754837,-8.311547279,1.416098833,-0.403631061,-0.075122423,0.097853199,-0.21153143,-0.148618773,-0.048723102,0.222838581,-0.023953797,-0.008030925,-0.011889736,0.006174203,-0.03610542,-0.094544552,-0.08501102,0.018488303,0.001105846,0.027246308,0.019351125,0.202949315,-0.781708419,0.137095347,0.036294028,-0.173942968,0.070027515,0.188813284,0.059580654,0.004880356,0.084195547,0.092342287,0.091385193,0.004580913,0.064258486,0.004490177,-0.040528279,0.026774896,0.051108975,-0.002222876,0.053529207,0.049256582,not_covid
7QkwmMU4w1M_,0.386118144,0.056608573,2485.296681,2531.03511,5253.204346,0.122429742,-207.0606079,89.61312103,-3.767606974,-4.64359045,-26.02708626,-4.825683117,-12.01006603,0.81540823,-9.751273155,0.843425453,0.528530538,-8.733338356,-2.872033834,-2.034731865,-4.982938766,-6.247495174,-7.14032793,-1.525603533,-9.652467728,-4.573009491,0.215779126,0.091869086,0.139729798,0.433933586,0.168305263,-0.038294204,-0.011589207,0.053272266,0.151648656,0.015650786,-0.09426064,-0.09928333,-0.126722679,-0.000742732,-0.079431422,-0.002816323,-0.052519504,-0.113559596,-0.072935194,0.01434437,-0.321335405,-0.005562438,0.060772259,0.075065702,0.050306417,0.074910916,0.029669436,-0.024450598,0.020860275,0.033935327,0.020841844,0.039436191,0.050678402,0.015364842,0.028411677,0.033405501,0.059072088,0.02848872,-0.01088791,0.071139567,not_covid
7xSTAmKAsFE_,0.570572019,0.011866231,4208.658116,3173.540771,8281.560262,0.302515101,-373.065094,33.92038727,-0.872062743,-1.656560659,-13.63315201,-15.92575264,-12.51052189,-12.07510471,-9.674634933,-8.940682411,-10.86187267,-8.146974564,-11.91300678,-7.050143719,-8.514986038,-8.073054314,-8.81590271,-6.484693527,-8.076519012,-2.256093025,-1.141676188,-0.025076369,0.244356081,0.186951503,0.106562622,0.176784873,0.001319943,0.034562245,0.010020804,-0.033769961,-0.06715592,0.00200052,0.010376621,-0.048882574,0.031190459,0.045029871,0.053088766,0.004039094,0.098679051,-0.048510835,0.035200056,0.019768821,-0.026757786,-0.009693485,0.04486645,0.030096546,0.048823506,0.00069699,0.000272148,0.003990937,0.002251366,0.034030966,0.018735955,0.000833461,-0.003632555,0.019654032,0.002863541,0.030136395,-0.018538114,0.003041058,not_covid
8FEQuq03bgU_,0.386386693,0.075174995,3184.952787,2748.747442,6469.680786,0.186514395,-166.4385529,51.48818207,-30.74527168,-7.711743355,3.677381516,-18.6646347,-13.0997448,-15.87301636,-29.94124603,-5.046303272,-15.84508038,-7.424987793,-9.823262215,-7.234389305,-4.764927387,-3.182867527,-16.92327499,-3.534758091,-13.3992672,-4.095589161,-0.010744607,-0.175607964,-0.196077511,-0.095264763,-0.205321997,-0.072056875,-0.128311366,0.090237364,-0.117328309,0.250906527,0.204836279,-0.002247339,0.14969641,-0.093571223,-0.060592771,0.013362108,0.02774391,0.063832022,0.036551002,0.018595064,-0.245165229,-0.063569985,0.147963896,0.006221339,0.029706262,-0.034355417,0.007642887,-0.00445626,-0.028142868,0.007645563,-0.047228221,0.00698494,-0.029207574,0.049682397,-0.056599993,-0.016269313,4.15E-05,0.005020612,0.036205679,0.008018036,not_covid
8FXX56zpypA_,0.452219844,0.008744814,3170.398964,2783.050327,6350.350952,0.195757831,-438.369873,58.42003632,-15.66734791,-0.362344682,-8.027012825,-8.00356102,-12.22549438,-14.91360855,-11.73629189,-9.260120392,-12.94659233,-9.007825851,-7.821289539,-0.246824756,-8.716233253,-3.52194953,-9.956913948,-3.070325136,-4.995038986,-1.123853087,-0.043013711,0.011679406,0.022908919,0.033840146,0.023468526,0.014291889,0.003811082,-0.018316172,0.000715411,-0.011023376,-0.024172734,-0.022431405,-0.006553788,0.015266945,0.017860457,-0.005003609,0.011072568,0.020506594,0.002888034,-0.016939798,0.024037309,0.011083537,0.014588308,0.003956724,-0.016731499,-0.002164048,-0.022551166,-0.020150045,0.005812357,0.019388484,0.009399123,-0.016504792,0.009531226,0.008966289,0.003693859,-0.009684177,0.021360192,0.009619073,-0.009574752,-0.005045584,not_covid
8ieJbzu7ql8_,0.399255872,0.059456322,2730.621042,2501.8107,5477.608236,0.146993001,-211.4033203,73.72268677,-7.581354618,21.71183586,-3.192828655,2.87998867,-13.97728634,-3.339374304,-16.59362793,-6.308956623,-6.788806438,-3.547203541,-4.953322887,-4.679001808,-8.715293884,-0.270561635,-2.570918798,0.154653192,4.158464432,0.777666748,0.858985186,0.340433538,-0.174713105,-0.189451322,-0.236502185,-0.072184734,-0.15053533,-0.099972695,-0.083195746,-0.121888734,0.066010222,0.026793573,-0.054414555,-0.038427211,0.115106545,-0.091186099,0.004125233,-0.033370566,0.038105324,-0.033846207,-0.181310251,0.021505471,0.011357113,-0.030084712,0.027168861,0.035426155,-0.003001074,0.007565456,0.01349389,-0.008966346,0.001364876,0.051754866,0.015654089,0.021236423,0.055560406,0.010218942,0.024097135,0.012072943,0.013852416,0.020964792,not_covid
8IhJllXxBlQ_,0.51309216,0.025748141,1806.499654,2115.535861,3838.941447,0.078660753,-417.9660645,104.5429535,1.212749004,8.193879128,4.302364349,6.21150732,4.664250374,-4.103243351,-6.646062851,-4.552975178,-4.220979691,1.548665762,0.743554413,-3.773457289,-2.750619173,-1.365138292,0.536752582,-0.78745538,-2.725330591,0.054611806,-1.005482197,-0.449709505,-0.154119566,-0.252456099,0.074298449,-0.02287784,0.160922632,0.078992933,-0.099419065,-0.061032981,-0.03529419,-0.004654584,0.054258808,-0.000704774,-0.014422516,0.078709394,-0.062816828,-0.028988421,0.117838927,-0.052943546,-0.497336417,0.092169367,0.171187297,-0.182112291,-0.072362147,-0.105435722,-0.016661156,0.057633661,0.092051558,-0.039159887,-0.12053293,-0.078968383,0.039598055,0.073164999,0.022817001,-0.01105824,-0.001143257,-0.056287568,-0.009117769,0.062449314,not_covid
8l8ghk2CDbE_,0.477671295,0.022803051,3668.818348,2586.051824,6968.583171,0.283076534,-300.7416382,59.80007935,-46.05657578,13.05087852,-11.02277946,21.17762184,-50.58359528,53.59664917,-37.52088165,26.21219444,-9.476126671,7.218565941,1.927072048,9.134558678,-2.941428661,6.912443161,6.259008408,-3.831332207,16.90741348,-3.209465027,-0.771558344,0.52890712,0.312306523,-0.017889667,0.022227606,-0.04414057,0.093105972,-0.073933072,-0.037282582,-0.20041126,-0.033706591,0.035774939,0.12330737,0.015486009,0.022908386,0.00352813,0.000188107,-0.002891995,0.025039805,-0.022617256,-0.077311642,0.031855248,0.021920279,-0.060617357,0.054296859,-0.075860396,-0.012443172,-0.101637773,0.001294961,-0.007143634,0.03611467,-0.018077135,0.010950889,0.011970725,0.066914089,0.002730691,0.017378079,0.003387531,-0.02330195,-0.032072924,not_covid
8yDeG7e1-9I_,0.27914235,0.048103355,2397.222501,2240.791144,4576.005046,0.12508138,-254.2115631,68.16166687,-43.91904449,-2.727173328,-13.84472275,-21.3295269,-33.74913406,-16.21574211,-23.78539085,1.568574786,-3.63117671,3.422683716,6.676317215,-4.59707737,-9.996183395,-14.75897694,-17.84929657,0.377479821,-12.29777622,-8.168071747,0.018292781,-0.031206572,-0.096934833,-0.134221643,-0.028022511,0.132068232,-0.004195567,-0.165921912,0.010853653,0.032945652,0.051926419,-0.097977303,0.042725787,0.163308814,0.034594845,0.037589367,-0.129282787,-0.021880437,0.07687483,-0.023505211,0.106121808,-0.076767534,0.075588368,-0.011787635,0.004075227,-0.007618472,0.03730103,0.020640688,0.043420658,0.026525877,0.074945539,0.019942475,-0.028367467,-0.00075635,0.004653145,0.044851359,0.079078637,-0.022839235,-0.017900208,0.040468,not_covid
9_PvnvCyKc8_,0.534744799,0.020553876,2767.799071,2507.888758,5451.489258,0.176068341,-375.1799622,85.30001068,-25.49552345,2.614284992,-2.171354532,-5.074932098,-0.423526764,3.191630363,3.01067996,-2.244070768,-7.707137585,9.074904442,-3.189115286,-4.294739246,1.789140224,-3.348417521,-5.459767818,4.73690033,1.482216954,-3.229050875,-0.008502678,0.051474113,0.001829995,-0.030141814,0.02215948,-0.050340325,0.010773204,0.05150605,-0.011133004,-0.049337484,-0.145666912,-0.088017687,0.00768212,0.109996662,0.129338801,0.082511365,-0.028881427,-0.074384466,-0.020745473,-0.028043769,-0.334101856,-0.18234691,0.062420458,0.061212998,0.091483928,0.027045909,0.004027199,0.071025833,0.05500827,-0.025370907,-0.004172051,-0.023387477,0.013230522,0.037739251,0.008052561,0.034338195,0.026778702,-0.020398393,0.00091079,0.035047974,not_covid
9h3a7fN0f-c_,0.381581813,0.037035987,3113.293072,2934.541476,6918.737793,0.162382903,-278.6306458,66.81710052,-5.807517052,4.210940838,4.387128353,-3.09047699,-16.04019356,-6.27454567,-11.45420551,2.51635766,-6.248618126,-7.794488907,-3.686085701,6.758505821,-4.138786316,-0.961423516,-2.729839087,-3.173791885,-7.067164898,-1.957659245,0.131193608,0.042377479,-0.072781675,0.050622486,0.04633968,-0.037822623,-0.039921947,-0.07885696,-0.033702038,0.011813063,-0.020700159,-0.036262639,0.002081775,-0.006295348,0.028455086,0.042789761,0.024579903,-0.000976591,-0.006289555,0.029690487,-0.009592216,-0.017426368,0.023922041,0.009414172,-0.003967678,0.021771094,-0.012476702,0.002917301,-0.007288474,0.000702509,0.023917625,0.052909929,0.036662791,0.013359834,0.026717935,0.033951595,0.013057261,0.014339098,0.005481151,0.035629578,not_covid
9hl4R896W3Y_,0.346720338,0.021896509,2073.233971,2384.985055,4595.444743,0.080062301,-404.9807434,95.90037537,-2.223157167,11.54349995,-6.088795185,-0.458569288,-15.49058437,-0.803388715,9.824725151,-7.957098007,-15.91476822,-2.42090106,-10.476964,2.727032185,5.63741684,0.821003675,7.286980629,6.16170311,-5.083562851,1.705939412,-0.376867265,-0.241767108,0.113405131,0.127808914,0.164711341,0.004657454,0.023780545,-0.053870682,-0.105729058,0.079263583,0.0475269,-0.028898044,0.045637317,-0.000118496,0.076606542,0.104891285,-0.014360062,-0.084247172,-0.033621237,-0.060695186,0.165784284,-0.028582802,-0.104021631,-0.033661813,0.021321474,0.03733936,-0.005239215,0.002698894,-0.008243751,-0.021420537,0.017653201,0.022114467,0.017558049,0.007526433,-0.032536324,-0.093920432,-0.102266327,-0.055052113,-0.025251014,0.00643963,not_covid
9k1ZuVzpF7c_,0.25432384,0.028291158,2512.103125,2512.54214,5012.750244,0.123697917,-346.2865601,73.37950134,-35.61227417,-12.24682426,-9.953362465,-21.98790169,4.275399208,-0.074841395,-13.87129688,-17.37137794,-8.740610123,-17.38792992,-21.10936165,-9.899422646,-26.13155746,-6.372074127,-4.886266708,7.940154552,7.225009918,-1.164328694,-0.421591073,-0.063383259,-0.067130074,0.130001903,-0.065101132,0.143765926,0.029812587,0.01283095,0.073420778,0.028114939,-0.03012093,-0.018183155,-0.003804963,-0.013155948,0.071457051,0.048644446,-0.073688887,0.006336496,-0.161751777,-0.0427952,0.162335932,0.011322217,-0.045313913,0.003258052,-0.029080568,-0.033280883,0.033072125,-0.015561507,-0.035906896,0.04210978,-0.00283618,-0.005888384,0.02122698,0.034204364,-0.012830067,-0.0034853,-0.00021397,-0.019359875,0.019769298,0.035243321,not_covid
9KNqsONT3-Y_,0.482815444,0.038078599,3611.909284,2641.638867,6566.530355,0.280094853,-248.5762482,51.94971466,-8.974511147,-3.973782539,-22.93184662,11.86615372,-19.84126472,5.018630028,-25.74013901,5.227371216,-5.90925312,-1.817468405,-2.402514935,-1.208369136,-1.871175289,-2.20856452,-6.508553505,-2.631615639,-7.873260021,-7.017156601,-2.353193045,-0.231829226,0.295505017,0.168808863,0.12381424,0.055287879,0.140745714,0.123270839,0.155049339,-0.057452418,0.11440409,0.052951697,0.170125172,0.035151917,-0.001921627,0.047185324,0.031837348,0.10224656,0.043396346,0.069319829,-0.185441583,-0.148560271,-0.135745853,0.053319596,-0.054852705,-0.007395859,0.019005718,-0.044529065,0.012175586,-0.02257273,0.03354992,-0.050314587,0.029294133,0.045338139,-0.01586451,-0.018550025,0.028907029,0.013102293,0.036988009,0.019269722,not_covid
9kY53W3S_dE_,0.331982374,0.018677106,2708.843404,2294.600492,5077.698771,0.15628843,-328.6946106,63.00425339,-27.6240139,0.212844282,-22.62324142,-10.74866581,-18.11141777,-15.56748295,-12.42075443,-3.672102213,-18.55392456,-1.329915047,-9.129999161,0.166154087,3.734000206,0.111182675,-1.554279447,-0.702172458,-5.265201092,3.973584414,1.559169292,0.611129224,-0.318936467,-0.021968748,0.148529261,-0.059965905,-0.171697631,-0.100332841,-0.17024456,-0.09695673,-0.131223574,-0.087166876,-0.087851822,-0.010446959,0.125380442,0.032855645,-0.059444897,0.107489653,0.088385776,0.019268751,0.020232793,0.025734508,-0.034730718,-0.05827944,0.010862686,-0.005225817,-0.024397159,-0.028143249,-0.055057954,-0.054106541,0.026909877,-0.01723839,-0.039810389,-0.001619873,-0.00890649,0.022510467,0.002406641,-0.017790604,0.031912699,0.00267098,not_covid
9P8waFCqbOQ_,0.334259123,0.020448482,2575.991508,3066.54299,6704.602051,0.087108471,-452.6369019,52.57314301,22.70916557,16.18554115,22.28517151,10.15631485,5.542260647,3.247871637,-0.682447791,-2.343806028,-2.957602978,-3.378036022,-2.349850893,-0.767484009,-2.924958944,-0.03993303,-6.418053627,-4.515250206,-6.294586182,-5.614908695,-1.268345118,-0.172572672,0.315259516,0.465718448,0.023065401,0.04890395,0.148471579,0.0943828,0.184808448,0.106621869,0.03262103,0.00530371,0.032332007,-0.07752461,-0.019006908,-0.051701661,0.039343763,0.052012939,0.00496991,0.036138766,0.004206022,-0.204686344,-0.086787358,-0.083165184,-0.01849401,0.063995227,-0.003371769,0.042519014,0.056847151,-0.009238428,0.072442062,0.016007829,0.065388702,0.037877541,0.006125756,0.02759897,0.023536159,-0.016066613,0.019870667,0.023387836,not_covid
9pX8I7KzQAI_,0.273527354,0.059695348,1161.514162,1020.053385,2239.453125,0.073800546,-300.4604187,155.8725586,-30.83899879,24.76497841,0.987930238,-39.24856186,10.51946545,9.657710075,3.703450441,13.63250542,-12.43800163,-6.171242237,5.07867527,-10.37594414,4.473867893,12.15856266,-1.11218369,7.56492424,10.1715517,2.606472492,0.217551574,0.122822508,-0.097360782,-0.058340278,-0.025241101,-0.155132592,-0.206434593,-0.04351702,0.109922819,0.063621461,-0.039776105,-0.062163234,-0.051364865,-0.022953736,0.001205321,0.003659522,0.043162491,0.045271371,-0.044146325,-0.049950723,0.024105823,-0.021128258,-0.007056492,0.079299979,0.028773295,-0.028817335,-0.00199517,0.013818477,0.012154072,-0.016051142,-0.027739692,-0.007363487,-0.036403552,-0.020014485,0.055060118,0.026086701,-0.005305526,0.040385243,0.019632945,-0.0134548,not_covid
9WbIa8U8twQ_,0.327554137,0.035073057,1777.231879,2189.490599,3685.018921,0.070561162,-267.8373413,114.106575,6.850043774,23.11811447,-9.014305115,-6.287772655,-11.98560429,-7.490465164,-19.64276886,-6.253702641,-7.531592846,-8.19695282,-6.492694855,-9.949519157,-8.740699768,-4.279268742,-6.414462566,-3.163102865,-5.135819435,1.293542981,0.029679554,0.077778608,0.056022629,-0.022245763,-0.050388567,-0.058518868,-0.064368904,0.002718943,-0.006639502,-0.022941435,0.026752217,0.022026936,-0.055230435,-0.033746332,-0.028934792,-0.063819304,-0.033473212,-0.05522516,0.013221935,0.014983296,-0.060899239,0.019820716,0.017738359,0.034327008,0.058361776,0.018135762,-0.007642061,0.017075393,0.007496792,0.002926012,0.029517137,-0.025438854,-0.022493407,-0.004532788,0.031540819,0.03910036,0.016560989,0.020382168,0.005635763,-0.012477668,not_covid
